LineID;PatternID;StopSeqCount;StopID;Direction
101;26;14;45;1
101;26;16;46;1
101;26;18;47;1
101;26;19;48;1
101;26;20;49;1
101;26;21;50;1
101;26;22;51;1
101;26;23;105;1
101;26;24;2610;1
101;26;25;1709;1
101;26;26;1711;1
101;26;27;1712;1
101;26;29;1713;1
101;26;30;1714;1
101;26;32;1715;1
101;26;34;851;1
101;26;36;401;1
101;26;37;1875;1
101;26;38;1876;1
101;26;39;1877;1
101;26;40;1878;1
101;26;41;1880;1
101;27;0;1880;2
101;27;2;1881;2
101;27;3;1882;2
101;27;4;1883;2
101;27;6;1884;2
101;27;8;426;2
101;27;10;831;2
101;27;11;832;2
101;27;12;833;2
101;27;14;303;2
101;27;15;304;2
101;27;16;834;2
101;27;17;835;2
101;27;19;293;2
101;27;20;2044;2
101;27;21;2045;2
101;27;22;2046;2
101;27;23;2047;2
101;27;24;2641;2
101;27;25;81;2
101;27;26;52;2
101;27;28;53;2
101;27;29;54;2
101;27;30;55;2
101;27;31;23;2
101;27;32;132;2
101;27;33;164;2
101;27;34;165;2
101;27;35;166;2
101;27;36;167;2
101;27;37;168;2
101;28;0;168;1
101;28;1;169;1
101;28;2;170;1
101;28;4;171;1
101;28;5;172;1
101;28;6;173;1
101;28;8;174;1
101;28;9;41;1
101;28;11;42;1
101;28;12;43;1
101;28;13;44;1
101;28;14;45;1
101;28;16;46;1
101;28;18;47;1
101;28;19;48;1
101;28;20;49;1
101;28;21;50;1
101;28;22;51;1
101;28;24;1709;1
101;28;25;1711;1
101;28;26;1712;1
101;28;28;1713;1
101;28;29;1714;1
101;28;31;1715;1
101;28;33;851;1
101;28;34;427;1
101;28;36;428;1
101;28;37;429;1
101;28;38;430;1
101;28;39;481;1
101;28;41;483;1
101;28;42;370;1
101;29;0;1880;2
101;29;2;1881;2
101;29;3;1882;2
101;29;4;1883;2
101;29;6;1884;2
101;29;8;426;2
101;29;10;831;2
101;29;11;832;2
101;29;12;833;2
101;29;14;303;2
101;29;15;304;2
101;29;16;834;2
101;29;17;835;2
101;29;19;293;2
101;29;20;2044;2
101;29;21;2045;2
101;29;22;2046;2
101;29;23;2047;2
101;29;24;2641;2
101;29;25;81;2
101;29;26;13;2
101;29;28;14;2
101;29;29;15;2
101;29;31;16;2
101;29;32;17;2
101;29;33;18;2
101;29;34;19;2
101;29;36;20;2
101;29;37;21;2
101;29;38;22;2
101;29;39;23;2
101;29;40;132;2
101;29;41;164;2
101;29;42;165;2
101;29;43;166;2
101;29;44;167;2
101;29;45;168;2
101;30;0;1880;2
101;30;2;1881;2
101;30;3;1882;2
101;30;4;1883;2
101;30;6;1884;2
101;30;8;426;2
101;30;10;831;2
101;30;11;1751;2
101;30;12;1752;2
101;30;13;1753;2
101;30;14;1754;2
101;30;16;4843;2
101;30;17;1756;2
101;30;19;81;2
101;30;20;13;2
101;30;22;14;2
101;30;23;15;2
101;30;25;16;2
101;30;26;17;2
101;30;27;18;2
101;30;28;19;2
101;30;30;20;2
101;30;31;21;2
101;30;32;22;2
101;30;33;23;2
101;30;34;132;2
101;30;35;164;2
101;30;36;165;2
101;30;37;166;2
101;30;38;167;2
101;30;39;168;2
101;31;0;1880;2
101;31;2;1881;2
101;31;3;1882;2
101;31;4;1883;2
101;31;6;1884;2
101;31;7;407;2
101;31;8;402;2
101;31;10;403;2
101;31;12;300;2
101;31;13;301;2
101;31;14;302;2
101;31;16;109;2
101;31;17;7526;2
101;31;19;111;2
101;31;21;112;2
101;31;22;113;2
101;31;23;114;2
101;31;24;81;2
101;31;25;13;2
101;31;27;14;2
101;31;28;15;2
101;31;30;16;2
101;31;31;17;2
101;31;32;18;2
101;31;33;19;2
101;31;35;20;2
101;31;36;21;2
101;31;37;22;2
101;31;38;23;2
101;31;39;132;2
101;31;40;164;2
101;31;41;165;2
101;31;42;166;2
101;31;43;167;2
101;31;44;168;2
101;32;0;168;1
101;32;1;169;1
101;32;2;170;1
101;32;4;171;1
101;32;5;172;1
101;32;6;173;1
101;32;8;174;1
101;32;9;41;1
101;32;11;42;1
101;32;12;43;1
101;32;13;44;1
101;32;14;45;1
101;32;16;46;1
101;32;18;47;1
101;32;19;48;1
101;32;20;49;1
101;32;21;50;1
101;32;22;51;1
101;32;23;105;1
101;32;25;106;1
101;32;26;107;1
101;32;27;108;1
101;32;28;339;1
101;32;30;340;1
101;32;31;341;1
101;32;32;342;1
101;32;33;343;1
101;32;34;424;1
101;32;35;411;1
101;32;37;425;1
101;32;38;1875;1
101;32;39;1876;1
101;32;40;1877;1
101;32;41;1878;1
101;32;42;1880;1
101;33;0;168;1
101;33;1;169;1
101;33;2;170;1
101;33;4;171;1
101;33;5;172;1
101;33;6;173;1
101;33;8;174;1
101;33;9;163;1
101;34;0;168;1
101;34;1;169;1
101;34;2;170;1
101;34;4;171;1
101;34;5;172;1
101;34;6;173;1
101;34;8;174;1
101;34;9;41;1
101;34;11;134;1
101;34;12;133;1
101;34;13;1001;1
101;34;14;1002;1
101;34;15;1003;1
101;34;16;329;1
101;34;17;392;1
101;34;19;345;1
101;35;0;1880;2
101;35;2;1881;2
101;35;3;1882;2
101;35;4;1883;2
101;35;6;1884;2
101;35;8;426;2
101;35;10;831;2
101;35;11;1751;2
101;35;12;1752;2
101;35;13;1753;2
101;35;14;1754;2
101;35;16;4843;2
101;35;17;1756;2
101;35;18;13;2
101;35;20;14;2
101;35;21;15;2
101;35;23;16;2
101;35;24;17;2
101;35;25;18;2
101;35;26;19;2
101;35;28;20;2
101;35;29;21;2
101;35;30;1000;2
101;35;31;1001;2
101;35;32;1002;2
101;35;33;1003;2
101;35;34;329;2
101;35;35;392;2
101;35;37;2659;2
101;36;0;168;1
101;36;1;169;1
101;36;2;170;1
101;36;4;171;1
101;36;5;172;1
101;36;6;173;1
101;36;8;174;1
101;36;9;41;1
101;36;11;42;1
101;36;12;43;1
101;36;13;44;1
101;36;14;45;1
101;36;16;3701;1
101;36;18;3711;1
101;36;19;18;1
101;36;20;19;1
101;36;22;20;1
101;36;23;21;1
101;36;24;1000;1
101;36;26;9;1
101;36;27;10;1
101;36;28;11;1
101;36;29;12;1
101;36;30;105;1
101;36;32;106;1
101;36;33;107;1
101;36;34;108;1
101;36;35;339;1
101;36;37;847;1
101;36;38;848;1
101;36;40;849;1
101;36;42;851;1
101;36;44;401;1
101;36;45;1875;1
101;36;46;1876;1
101;36;47;1877;1
101;36;48;1878;1
101;36;49;1880;1
101;37;0;168;1
101;37;1;169;1
101;37;2;170;1
101;37;4;171;1
101;37;5;172;1
101;37;6;173;1
101;37;8;174;1
101;37;9;41;1
101;37;11;42;1
101;37;12;43;1
101;37;13;44;1
101;37;14;45;1
101;37;16;46;1
101;37;18;47;1
101;37;19;48;1
101;37;20;49;1
101;37;21;50;1
101;37;22;51;1
101;37;23;105;1
101;37;24;2610;1
101;37;25;2611;1
101;38;0;168;1
101;38;1;169;1
101;38;2;170;1
101;38;4;171;1
101;38;5;172;1
101;38;6;173;1
101;38;8;174;1
101;38;9;41;1
101;38;11;1022;1
101;38;12;22;1
101;39;0;1880;2
101;39;2;1881;2
101;39;3;1882;2
101;39;4;1883;2
101;39;6;1884;2
101;39;8;426;2
101;39;10;831;2
101;39;11;1751;2
101;39;12;1752;2
101;39;13;1753;2
101;39;14;1754;2
101;39;16;4843;2
101;39;17;1756;2
101;39;19;81;2
101;39;21;2010;2
101;40;0;1880;2
101;40;2;1881;2
101;40;3;1882;2
101;40;4;1883;2
101;40;6;1884;2
101;40;8;426;2
101;40;10;831;2
101;40;11;1751;2
101;40;12;1752;2
101;40;13;1753;2
101;40;14;1754;2
101;40;16;4843;2
101;40;17;1756;2
101;40;19;81;2
101;40;20;52;2
101;40;22;53;2
101;40;23;54;2
101;40;24;55;2
101;40;25;23;2
101;40;26;132;2
101;40;27;164;2
101;40;28;165;2
101;40;29;166;2
101;40;30;167;2
101;40;31;168;2
101;41;0;3713;1
101;41;1;424;1
101;41;2;411;1
101;41;4;425;1
101;41;5;1875;1
101;41;6;1876;1
101;41;7;1877;1
101;41;8;1878;1
101;41;9;1880;1
101;42;0;3713;2
101;42;1;424;2
101;42;2;411;2
101;42;4;425;2
101;42;6;426;2
101;42;8;831;2
101;42;9;1751;2
101;42;10;1752;2
101;42;11;1753;2
101;42;12;1754;2
101;42;14;4843;2
101;42;15;1756;2
101;42;16;13;2
101;42;18;14;2
101;42;19;15;2
101;42;21;16;2
101;42;22;17;2
101;42;23;18;2
101;42;24;19;2
101;42;26;20;2
101;42;27;21;2
101;42;28;22;2
101;42;29;23;2
101;42;30;132;2
101;42;31;164;2
101;42;32;165;2
101;42;33;166;2
101;42;34;167;2
101;42;35;168;2
101;43;0;3713;2
101;43;1;424;2
101;43;2;411;2
101;43;4;425;2
101;43;6;426;2
101;43;8;831;2
101;43;9;1751;2
101;43;10;1752;2
101;43;11;1753;2
101;43;12;1754;2
101;43;14;4843;2
101;43;15;1756;2
101;43;16;1710;2
101;44;0;3713;2
101;44;1;424;2
101;44;2;411;2
101;44;4;425;2
101;44;6;426;2
101;44;8;831;2
101;44;9;1751;2
101;44;10;1752;2
101;44;11;1753;2
101;44;12;1754;2
101;44;14;4843;2
101;44;15;1756;2
101;44;16;13;2
101;44;18;14;2
101;44;19;33;2
101;44;20;1375;2
101;45;0;3713;2
101;45;1;424;2
101;45;2;411;2
101;45;4;425;2
101;45;6;426;2
101;45;8;831;2
101;45;9;1751;2
101;45;10;1752;2
101;45;11;1753;2
101;45;12;1754;2
101;45;14;4843;2
101;45;15;1756;2
101;45;16;13;2
101;45;18;14;2
101;45;19;15;2
101;45;21;16;2
101;45;22;17;2
101;45;23;18;2
101;45;24;19;2
101;45;26;20;2
101;45;27;21;2
101;45;28;22;2
101;45;29;23;2
101;45;30;132;2
101;45;31;164;2
101;45;32;310;2
101;45;34;311;2
101;46;0;3713;2
101;46;1;424;2
101;46;2;411;2
101;46;4;425;2
101;46;6;426;2
101;46;8;831;2
101;46;9;832;2
101;46;10;833;2
101;46;12;109;2
101;46;13;7526;2
101;46;15;111;2
101;46;17;112;2
101;46;18;113;2
101;46;19;114;2
101;46;20;81;2
101;46;21;52;2
101;46;23;53;2
101;46;24;54;2
101;46;25;55;2
101;46;26;23;2
101;46;27;132;2
101;46;28;164;2
101;46;29;165;2
101;46;30;166;2
101;46;31;167;2
101;46;32;168;2
101;47;0;3713;2
101;47;1;424;2
101;47;2;411;2
101;47;4;425;2
101;47;6;426;2
101;47;8;831;2
101;47;9;832;2
101;47;10;833;2
101;47;12;109;2
101;47;13;7526;2
101;47;15;111;2
101;47;17;112;2
101;47;18;113;2
101;47;19;114;2
101;47;20;81;2
101;47;21;13;2
101;47;23;14;2
101;47;24;15;2
101;47;26;16;2
101;47;27;17;2
101;47;28;18;2
101;47;29;19;2
101;47;31;20;2
101;47;32;21;2
101;47;33;22;2
101;47;34;23;2
101;47;35;132;2
101;47;36;164;2
101;47;37;165;2
101;47;38;166;2
101;47;39;167;2
101;47;40;168;2
101;48;0;3713;2
101;48;1;424;2
101;48;2;411;2
101;48;4;425;2
101;48;6;426;2
101;48;7;427;2
101;48;9;1716;2
101;48;11;1717;2
101;48;12;1718;2
101;48;13;471;2
101;49;0;300;2
101;49;1;301;2
101;49;2;302;2
101;49;4;109;2
101;49;5;7526;2
101;49;7;111;2
101;49;9;112;2
101;49;10;113;2
101;49;11;114;2
101;49;12;81;2
101;49;13;13;2
101;49;15;14;2
101;49;16;15;2
101;49;18;16;2
101;49;19;17;2
101;49;20;18;2
101;49;21;19;2
101;49;23;20;2
101;49;24;21;2
101;49;25;22;2
101;49;26;23;2
101;49;27;132;2
101;49;28;164;2
101;49;29;165;2
101;49;30;166;2
101;49;31;167;2
101;49;32;168;2
101;50;0;3713;2
101;50;1;424;2
101;50;2;411;2
101;50;4;425;2
101;50;6;426;2
101;50;8;831;2
101;50;9;1751;2
101;50;10;1752;2
101;50;11;1753;2
101;50;12;1754;2
101;50;14;4843;2
101;50;15;1756;2
101;50;16;13;2
101;50;18;14;2
101;50;19;15;2
101;50;21;16;2
101;50;22;17;2
101;50;23;18;2
101;50;24;19;2
101;50;26;20;2
101;50;27;21;2
101;50;28;1000;2
101;51;0;230;1
101;51;1;231;1
101;51;2;232;1
101;51;3;233;1
101;51;4;234;1
101;51;5;235;1
101;51;7;236;1
101;51;8;237;1
101;51;9;238;1
101;51;10;3711;1
101;51;12;47;1
101;51;13;48;1
101;51;14;49;1
101;51;15;50;1
101;51;16;51;1
101;51;18;1709;1
101;51;19;1711;1
101;51;20;1712;1
101;51;22;1713;1
101;51;23;1714;1
101;51;25;1715;1
101;51;27;851;1
101;51;29;401;1
101;51;30;1875;1
101;51;31;1876;1
101;51;32;1877;1
101;51;33;1878;1
101;51;34;1880;1
101;52;0;230;2
101;52;1;231;2
101;52;2;232;2
101;52;3;233;2
101;52;4;234;2
101;52;5;235;2
101;52;7;236;2
101;52;8;237;2
101;52;9;238;2
101;52;10;3711;2
101;52;11;18;2
101;52;12;19;2
101;52;14;20;2
101;52;15;21;2
101;52;16;22;2
101;52;17;23;2
101;52;18;132;2
101;52;19;164;2
101;52;20;165;2
101;52;21;166;2
101;52;22;167;2
101;52;23;168;2
101;53;0;230;2
101;53;1;231;2
101;53;2;232;2
101;53;3;233;2
101;53;4;234;2
101;53;5;235;2
101;53;7;236;2
101;53;8;237;2
101;53;9;238;2
101;53;10;3711;2
101;53;12;47;2
101;53;13;48;2
101;53;14;3730;2
101;54;0;230;2
101;54;1;231;2
101;54;2;232;2
101;54;3;233;2
101;54;4;234;2
101;54;5;235;2
101;54;7;236;2
101;54;8;237;2
101;54;9;238;2
101;54;10;3711;2
101;54;12;47;2
101;54;13;48;2
101;54;14;49;2
101;54;15;50;2
101;54;16;51;2
101;54;17;31;2
101;55;0;230;2
101;55;1;231;2
101;55;2;232;2
101;55;3;233;2
101;55;4;234;2
101;55;5;235;2
101;55;7;236;2
101;55;8;237;2
101;55;9;238;2
101;55;10;3711;2
101;55;11;18;2
101;55;12;19;2
101;55;14;20;2
101;55;15;21;2
101;55;16;22;2
101;55;17;23;2
101;55;18;132;2
101;55;19;164;2
101;55;20;310;2
101;55;22;311;2
101;56;0;230;2
101;56;1;231;2
101;56;2;232;2
101;56;3;233;2
101;56;4;234;2
101;56;5;235;2
101;56;7;236;2
101;56;8;237;2
101;56;9;238;2
101;56;10;3711;2
101;56;11;18;2
101;56;12;19;2
101;56;14;20;2
101;56;15;21;2
101;56;16;22;2
101;56;17;23;2
101;56;18;132;2
101;56;19;4730;2
101;57;0;300;2
101;57;1;301;2
101;57;2;302;2
101;57;4;303;2
101;57;5;304;2
101;57;6;305;2
101;57;8;306;2
101;57;9;307;2
101;57;10;308;2
101;57;11;161;2
101;57;12;162;2
101;57;13;163;2
101;57;14;164;2
101;57;15;165;2
101;57;16;166;2
101;57;17;167;2
101;57;18;168;2
101;58;0;230;2
101;58;1;231;2
101;58;2;232;2
101;58;3;233;2
101;58;4;234;2
101;58;5;235;2
101;58;7;236;2
101;58;8;237;2
101;58;9;238;2
101;58;10;3711;2
101;58;12;47;2
101;58;13;48;2
101;58;14;49;2
101;58;15;50;2
101;58;16;51;2
101;58;17;52;2
101;58;19;53;2
101;58;20;54;2
101;58;21;55;2
101;58;22;23;2
101;58;23;132;2
101;58;24;164;2
101;58;25;165;2
101;58;26;166;2
101;58;27;167;2
101;58;28;168;2
101;59;0;168;1
101;59;1;169;1
101;59;2;170;1
101;59;4;171;1
101;59;5;172;1
101;59;6;173;1
101;59;8;174;1
101;59;9;41;1
101;59;11;42;1
101;59;12;43;1
101;59;13;44;1
101;59;14;45;1
101;59;16;3701;1
101;59;18;1346;1
101;59;19;217;1
101;59;20;218;1
101;59;21;219;1
101;59;23;1347;1
101;60;0;7526;2
101;60;2;111;2
101;60;3;339;2
101;60;5;340;2
101;60;7;341;2
101;60;8;342;2
101;61;0;168;1
101;61;1;169;1
101;61;2;170;1
101;61;4;171;1
101;61;5;172;1
101;61;6;173;1
101;61;8;174;1
101;61;9;41;1
101;61;11;42;1
101;61;12;43;1
101;61;13;44;1
101;61;14;45;1
101;61;16;46;1
101;61;18;47;1
101;61;19;48;1
101;61;20;49;1
101;61;21;50;1
101;61;22;51;1
101;61;24;1709;1
101;61;25;1711;1
101;61;26;1712;1
101;61;28;1713;1
101;61;29;1714;1
101;61;31;1715;1
101;61;33;851;1
101;61;35;401;1
101;61;36;407;1
101;61;37;402;1
101;61;38;3712;1
101;62;0;1880;2
101;62;2;1881;2
101;62;3;1882;2
101;62;4;1883;2
101;62;6;1884;2
101;62;7;407;2
101;62;8;402;2
101;62;9;3712;2
101;63;0;1710;1
101;63;2;1709;1
101;63;3;1711;1
101;63;4;1712;1
101;63;6;1713;1
101;63;7;1714;1
101;63;9;1715;1
101;63;11;851;1
